image_id,image_path,human_label,model,model_name,predicted_label,score_good,score_bad,match,checkpoint_path,learning_rate,source_wandb_run_id,best_epoch,best_val_f1
p7_img11,data/raw/p7_img11.png,Good,ResNet50,resnet50,Good,0.977205,0.022795,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img12,data/raw/p7_img12.png,Bad,ResNet50,resnet50,Good,0.532209,0.467791,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img13,data/raw/p7_img13.png,Good,ResNet50,resnet50,Good,0.987495,0.012505,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img14,data/raw/p7_img14.png,Good,ResNet50,resnet50,Good,0.998673,0.001327,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img15,data/raw/p7_img15.png,Good,ResNet50,resnet50,Good,0.961676,0.038324,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img16,data/raw/p7_img16.png,Good,ResNet50,resnet50,Good,0.848742,0.151258,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img17,data/raw/p7_img17.png,Good,ResNet50,resnet50,Good,0.999671,0.000329,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img18,data/raw/p7_img18.png,Good,ResNet50,resnet50,Good,0.99178,0.00822,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img19,data/raw/p7_img19.png,Good,ResNet50,resnet50,Good,0.995917,0.004083,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img1,data/raw/p9_img1.png,Bad,ResNet50,resnet50,Good,0.70879,0.29121,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img12,data/raw/p9_img12.png,Bad,ResNet50,resnet50,Good,0.566909,0.433091,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img14,data/raw/p9_img14.png,Bad,ResNet50,resnet50,Good,0.589228,0.410772,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img16,data/raw/p9_img16.png,Bad,ResNet50,resnet50,Good,0.931489,0.068511,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img17,data/raw/p9_img17.png,Bad,ResNet50,resnet50,Good,0.891589,0.108411,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img2,data/raw/p9_img2.png,Bad,ResNet50,resnet50,Bad,0.489136,0.510864,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img20,data/raw/p9_img20.png,Bad,ResNet50,resnet50,Good,0.621872,0.378128,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img21,data/raw/p9_img21.png,Bad,ResNet50,resnet50,Good,0.900829,0.099171,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img27,data/raw/p9_img27.png,Bad,ResNet50,resnet50,Good,0.877699,0.122301,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img3,data/raw/p9_img3.png,Bad,ResNet50,resnet50,Good,0.777618,0.222382,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img4,data/raw/p9_img4.png,Bad,ResNet50,resnet50,Good,0.930656,0.069344,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img5,data/raw/p9_img5.png,Bad,ResNet50,resnet50,Good,0.814252,0.185748,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p9_img6,data/raw/p9_img6.png,Bad,ResNet50,resnet50,Good,0.689215,0.310785,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
